gene_id	gene_name	CONTROL_REP1	CONTROL_REP2	CONTROL_REP3	CONTROL_REP4
FBgn0030390	CG15731	0	0	0	0
FBgn0030391	Rab40	0	0	0	0
FBgn0030394	Cpr11A	0	0	0	0
FBgn0030395	Mks1	0	0	0	0
FBgn0030396	CG2556	0	0	0	0
FBgn0030398	Cpr11B	0	0	0	0
FBgn0030400	CG11138	0	0	0	0
FBgn0030403	CG1824	0	0	0	0
FBgn0030406	CG1463	0	0	0	0
FBgn0030407	CG2543	0	0	0	0
FBgn0030408	CG11085	0	0	0	0
FBgn0030409	CG15728	0	0	0	0
FBgn0030410	Aven	0	0	0	0
FBgn0030411	CG2540	0	0	0	0
FBgn0030412	Tomosyn	0	0	0	0
FBgn0030417	CG15725	0	0	0	0
FBgn0030418	CG4004	0	0	0	0
FBgn0030420	CG12717	0	0	0	0
FBgn0030421	CG3812	0	0	0	0
FBgn0030425	CG3775	0	0	0	0
FBgn0030429	CG4661	0	0	0	0
FBgn0030431	CG4407	0	0	0	0
FBgn0030432	CG4404	0	0	0	0
FBgn0030433	mRpL49	0	0	0	0
FBgn0030434	Brms1	0	0	0	0
FBgn0030435	CG4645	0	0	0	0
FBgn0030437	hec	0	0	0	0
FBgn0030438	CG15721	0	0	0	0
FBgn0030439	CG12716	0	0	0	0
FBgn0030440	CG15719	0	0	0	0
FBgn0030441	CG2209	0	0	0	0
FBgn0030443	CG12715	0	0	0	0
FBgn0030447	CG2200	0	0	0	0
FBgn0030449	Fer3HCH	0	0	0	0
FBgn0030451	CG15717	0	0	0	0
FBgn0030452	MFS10	0	0	0	0
FBgn0030455	CG4318	0	0	0	0
FBgn0030456	CG4332	0	0	0	0
FBgn0030457	CG12096	0	0	0	0
FBgn0030459	CG12723	0	0	0	0
FBgn0030460	CG2453	0	0	0	0
FBgn0030462	CG15742	0	0	0	0
FBgn0030465	CG15743	0	0	0	0
FBgn0030466	CG15744	0	0	0	0
FBgn0030467	CG1764	0	0	0	0
FBgn0030468	CG1622	0	0	0	0
FBgn0030474	CG15747	0	0	0	0
FBgn0030477	dmrt11E	0	0	0	0
FBgn0030478	CG1640	0	0	0	0
FBgn0030479	Rbp1-like	0	0	0	0
FBgn0030480	Tim9a	0	0	0	0
FBgn0030481	CG1662	0	0	0	0
FBgn0030482	CG1673	0	0	0	0
FBgn0030483	CG12725	0	0	0	0
FBgn0030484	GstT4	0	0	0	0
FBgn0030485	CG1998	0	0	0	0
FBgn0030486	Set2	0	0	0	0
FBgn0030492	CG15754	0	0	0	0
FBgn0030493	CG15756	0	0	0	0
FBgn0030494	Cpr12A	0	0	0	0
FBgn0030495	CG11816	0	0	0	0
FBgn0030499	CG11178	0	0	0	0
FBgn0030500	Ndc80	0	0	0	0
FBgn0030501	BthD	0	0	0	0
FBgn0030502	tth	0	0	0	0
FBgn0030503	Tango2	0	0	0	0
FBgn0030504	CG2691	0	0	0	0
FBgn0030505	NFAT	0	0	0	0
FBgn0030506	Lig4	0	0	0	0
FBgn0030507	CG11164	0	0	0	0
FBgn0030508	CG15760	0	0	0	0
FBgn0030509	CG11162	0	0	0	0
FBgn0030510	CG12177	0	0	0	0
FBgn0030511	CG11158	0	0	0	0
FBgn0030512	CG9940	0	0	0	0
FBgn0030514	CG9941	0	0	0	0
FBgn0030518	CG11134	0	0	0	0
FBgn0030519	CG11151	0	0	0	0
FBgn0030520	Pdcd4	0	0	0	0
FBgn0030521	CtsB1	0	0	0	0
FBgn0030522	CG11103	0	0	0	0
FBgn0030524	CG10993	0	0	0	0
FBgn0030525	CG10996	0	0	0	0
FBgn0030528	CG11095	0	0	0	0
FBgn0030529	Clic	0	0	0	0
FBgn0030530	jub	0	0	0	0
FBgn0030536	CG11068	0	0	0	0
FBgn0030537	CG12480	0	0	0	0
FBgn0030538	betaNACtes1	0	0	0	0
FBgn0030539	CG1368	0	0	0	0
FBgn0030540	CG11581	0	0	0	0
FBgn0030541	CG11584	0	0	0	0
FBgn0030542	CG12481	0	0	0	0
FBgn0030543	CG11585	0	0	0	0
FBgn0030544	CG13403	0	0	0	0
FBgn0030545	CG11590	0	0	0	0
FBgn0030551	CG11674	0	0	0	0
FBgn0030552	mRpL38	0	0	0	0
FBgn0030554	CG1434	0	0	0	0
FBgn0030555	Fbxl4	0	0	0	0
FBgn0030556	mRNA-cap	0	0	0	0
FBgn0030558	CG1461	0	0	0	0
FBgn0030559	CG13404	0	0	0	0
FBgn0030562	CG9400	0	0	0	0
FBgn0030563	betaNACtes2	0	0	0	0
FBgn0030566	betaNACtes4	0	0	0	0
FBgn0030569	CG9411	0	0	0	0
FBgn0030570	CG12540	0	0	0	0
FBgn0030571	CG14414	0	0	0	0
FBgn0030572	mRpS25	0	0	0	0
FBgn0030573	nmdyn-D6	0	0	0	0
FBgn0030574	CG9413	0	0	0	0
FBgn0030575	CG5321	0	0	0	0
FBgn0030576	CG15890	0	0	0	0
FBgn0030577	CG5334	0	0	0	0
FBgn0030578	CG5347	0	0	0	0
FBgn0030581	CG14408	0	0	0	0
FBgn0030582	CG14411	0	0	0	0
FBgn0030583	CG14410	0	0	0	0
FBgn0030584	CG14407	0	0	0	0
FBgn0030586	CG12539	0	0	0	0
FBgn0030587	CG9522	0	0	0	0
FBgn0030588	CG9521	0	0	0	0
FBgn0030589	CG9519	0	0	0	0
FBgn0030590	CG9518	0	0	0	0
FBgn0030592	CG9514	0	0	0	0
FBgn0030593	CG9512	0	0	0	0
FBgn0030594	CG9509	0	0	0	0
FBgn0030595	CG14406	0	0	0	0
FBgn0030596	CG12398	0	0	0	0
FBgn0030597	Eo	0	0	0	0
FBgn0030598	CG9503	0	0	0	0
FBgn0030599	CG9030	0	0	0	0
FBgn0030600	hiw	0	0	0	0
FBgn0030603	CG5541	0	0	0	0
FBgn0030605	CG5548	0	0	0	0
FBgn0030607	dob	0	0	0	0
FBgn0030608	Lsd-2	0	0	0	0
FBgn0030610	CG9065	0	0	0	0
FBgn0030611	CG15027	0	0	0	0
FBgn0030612	CG5599	0	0	0	0
FBgn0030613	Rab3-GEF	0	0	0	0
FBgn0030614	CG9072	0	0	0	0
FBgn0030615	Cyp4s3	0	0	0	0
FBgn0030616	RpL37a	0	0	0	0
FBgn0030617	CG9095	0	0	0	0
FBgn0030620	CG5662	0	0	0	0
FBgn0030622	CG9101	0	0	0	0
FBgn0030623	PPYR1	0	0	0	0
FBgn0030624	CG9106	0	0	0	0
FBgn0030625	CG5877	0	0	0	0
FBgn0030628	CG9114	0	0	0	0
FBgn0030629	CG9123	0	0	0	0
FBgn0030630	CG12608	0	0	0	0
FBgn0030631	CG6227	0	0	0	0
FBgn0030634	CG9164	0	0	0	0
FBgn0030638	CG11655	0	0	0	0
FBgn0030640	CG6294	0	0	0	0
FBgn0030641	CG6299	0	0	0	0
FBgn0030642	CG15642	0	0	0	0
FBgn0030643	CG15641	0	0	0	0
FBgn0030645	CG6308	0	0	0	0
FBgn0030646	CG9203	0	0	0	0
FBgn0030647	CG6324	0	0	0	0
FBgn0030648	CG6340	0	0	0	0
FBgn0030653	CG7860	0	0	0	0
FBgn0030654	CG15643	0	0	0	0
FBgn0030655	CG9213	0	0	0	0
FBgn0030657	cerv	0	0	0	0
FBgn0030658	CG7872	0	0	0	0
FBgn0030659	CG9215	0	0	0	0
FBgn0030660	CG8097	0	0	0	0
FBgn0030661	CG8105	0	0	0	0
FBgn0030662	CG9220	0	0	0	0
FBgn0030663	CG8117	0	0	0	0
FBgn0030664	CG8119	0	0	0	0
FBgn0030665	CG15646	0	0	0	0
FBgn0030666	CG12708	0	0	0	0
FBgn0030667	CG15599	0	0	0	0
FBgn0030668	CG8128	0	0	0	0
FBgn0030669	CG9240	0	0	0	0
FBgn0030670	Pis	0	0	0	0
FBgn0030671	CG8134	0	0	0	0
FBgn0030672	CG9281	0	0	0	0
FBgn0030673	CG15601	0	0	0	0
FBgn0030674	CG8184	0	0	0	0
FBgn0030675	CG8191	0	0	0	0
FBgn0030676	CG12379	0	0	0	0
FBgn0030678	CG11679	0	0	0	0
FBgn0030679	CG8206	0	0	0	0
FBgn0030680	CG8944	0	0	0	0
FBgn0030683	CG8239	0	0	0	0
FBgn0030684	CG8260	0	0	0	0
FBgn0030685	Graf	0	0	0	0
FBgn0030686	mRpL3	0	0	0	0
FBgn0030687	CG17209	0	0	0	0
FBgn0030688	CG8952	0	0	0	0
FBgn0030691	Efhc1.1	0	0	0	0
FBgn0030692	mRpS30	0	0	0	0
FBgn0030693	CG8974	0	0	0	0
FBgn0030694	CG15602	0	0	0	0
FBgn0030695	PGRP-LE	0	0	0	0
FBgn0030696	CG8509	0	0	0	0
FBgn0030697	CG8565	0	0	0	0
FBgn0030699	CG8578	0	0	0	0
FBgn0030700	CG15914	0	0	0	0
FBgn0030701	CG16952	0	0	0	0
FBgn0030703	MSBP	0	0	0	0
FBgn0030704	CG15916	0	0	0	0
FBgn0030706	CG8909	0	0	0	0
FBgn0030707	CG8916	0	0	0	0
FBgn0030710	CG8924	0	0	0	0
FBgn0030711	Rrp47	0	0	0	0
FBgn0030715	Or13a	0	0	0	0
FBgn0030716	CG9170	0	0	0	0
FBgn0030717	CG8931	0	0	0	0
FBgn0030718	CG9172	0	0	0	0
FBgn0030719	eIF5	0	0	0	0
FBgn0030720	CG8939	0	0	0	0
FBgn0030721	CG12698	0	0	0	0
FBgn0030722	CG12395	0	0	0	0
FBgn0030723	dpr18	0	0	0	0
FBgn0030724	Nipsnap	0	0	0	0
FBgn0030725	CG8958	0	0	0	0
FBgn0030729	CG12507	0	0	0	0
FBgn0030731	Mfe2	0	0	0	0
FBgn0030733	CG3560	0	0	0	0
FBgn0030734	CG9911	0	0	0	0
FBgn0030735	CG3632	0	0	0	0
FBgn0030737	CG9914	0	0	0	0
FBgn0030738	CG9915	0	0	0	0
FBgn0030739	CG13957	0	0	0	0
FBgn0030740	CG9917	0	0	0	0
FBgn0030742	CG9919	0	0	0	0
FBgn0030743	CG9921	0	0	0	0
FBgn0030744	CG9992	0	0	0	0
FBgn0030745	CG4239	0	0	0	0
FBgn0030746	CG9981	0	0	0	0
FBgn0030747	CG4301	0	0	0	0
FBgn0030748	Traf-like	0	0	0	0
FBgn0030749	AnxB11	0	0	0	0
FBgn0030752	CG9947	0	0	0	0
FBgn0030753	rngo	0	0	0	0
FBgn0030756	CG9903	0	0	0	0
FBgn0030757	CG9902	0	0	0	0
FBgn0030758	CanA-14F	0	0	0	0
FBgn0030759	CG13014	0	0	0	0
FBgn0030761	CG9784	0	0	0	0
FBgn0030763	CG9782	0	0	0	0
FBgn0030764	CG9777	0	0	0	0
FBgn0030766	mthl1	0	0	0	0
FBgn0030768	CG9723	0	0	0	0
FBgn0030769	CG13012	0	0	0	0
FBgn0030770	CG13010	0	0	0	0
FBgn0030773	CG9676	0	0	0	0
FBgn0030774	spheroide	0	0	0	0
FBgn0030775	CG9673	0	0	0	0
FBgn0030776	CG4653	0	0	0	0
FBgn0030777	CG9672	0	0	0	0
FBgn0030778	CG4678	0	0	0	0
FBgn0030780	CG13008	0	0	0	0
FBgn0030786	mRpL22	0	0	0	0
FBgn0030787	CG9609	0	0	0	0
FBgn0030788	Sap30	0	0	0	0
FBgn0030789	Rrp45	0	0	0	0
FBgn0030790	CG4768	0	0	0	0
FBgn0030791	CG9132	0	0	0	0
FBgn0030792	CG4789	0	0	0	0
FBgn0030793	CG9125	0	0	0	0
FBgn0030794	CG13005	0	0	0	0
FBgn0030795	ppk28	0	0	0	0
FBgn0030796	CG4829	0	0	0	0
FBgn0030797	CG13004	0	0	0	0
FBgn0030798	CG13003	0	0	0	0
FBgn0030799	CG4872	0	0	0	0
FBgn0030800	CG9104	0	0	0	0
FBgn0030801	Rcp	0	0	0	0
FBgn0030802	CG9099	0	0	0	0
FBgn0030803	CG4880	0	0	0	0
FBgn0030804	CG13002	0	0	0	0
FBgn0030805	wus	0	0	0	0
FBgn0030806	CG13001	0	0	0	0
FBgn0030807	CG13000	0	0	0	0
FBgn0030808	RhoGAP15B	0	0	0	0
FBgn0030809	CG9086	0	0	0	0
FBgn0030812	CG8949	0	0	0	0
FBgn0030813	CG4949	0	0	0	0
FBgn0030814	CG4955	0	0	0	0
FBgn0030815	CG8945	0	0	0	0
FBgn0030816	CG16700	0	0	0	0
FBgn0030817	CG4991	0	0	0	0
FBgn0030823	CG8918	0	0	0	0
FBgn0030824	CG5070	0	0	0	0
FBgn0030826	CG12995	0	0	0	0
FBgn0030828	CG5162	0	0	0	0
FBgn0030829	CG12998	0	0	0	0
FBgn0030830	CG5172	0	0	0	0
FBgn0030832	CG10597	0	0	0	0
FBgn0030833	CG8915	0	0	0	0
FBgn0030834	CG8675	0	0	0	0
FBgn0030836	CG8664	0	0	0	0
FBgn0030837	CG8661	0	0	0	0
FBgn0030838	CG5445	0	0	0	0
FBgn0030839	CG5613	0	0	0	0
FBgn0030840	p-cup	0	0	0	0
FBgn0030841	CG8568	0	0	0	0
FBgn0030844	ppk23	0	0	0	0
FBgn0030846	CG12992	0	0	0	0
FBgn0030847	CG12991	0	0	0	0
FBgn0030850	stas	0	0	0	0
FBgn0030851	CG8326	0	0	0	0
FBgn0030852	CG8316	0	0	0	0
FBgn0030853	CG5703	0	0	0	0
FBgn0030854	CG8289	0	0	0	0
FBgn0030855	CG5800	0	0	0	0
FBgn0030858	IntS2	0	0	0	0
FBgn0030859	CG12990	0	0	0	0
FBgn0030863	CG8188	0	0	0	0
FBgn0030864	CG8173	0	0	0	0
FBgn0030868	CG12986	0	0	0	0
FBgn0030869	Socs16D	0	0	0	0
FBgn0030870	CG6398	0	0	0	0
FBgn0030871	CG8142	0	0	0	0
FBgn0030872	Ucp4A	0	0	0	0
FBgn0030873	CG15814	0	0	0	0
FBgn0030874	CG6506	0	0	0	0
FBgn0030876	CG6762	0	0	0	0
FBgn0030877	Arp8	0	0	0	0
FBgn0030878	CG6769	0	0	0	0
FBgn0030880	CG6788	0	0	0	0
FBgn0030881	CG12985	0	0	0	0
FBgn0030882	GS	0	0	0	0
FBgn0030883	CG7772	0	0	0	0
FBgn0030884	CG6847	0	0	0	0
FBgn0030886	CG12672	0	0	0	0
FBgn0030887	CG6867	0	0	0	0
FBgn0030889	CG15373	0	0	0	0
FBgn0030890	CG7536	0	0	0	0
FBgn0030891	dik	0	0	0	0
FBgn0030892	CG7206	0	0	0	0
FBgn0030893	RhoGAP16F	0	0	0	0
FBgn0030894	CG7192	0	0	0	0
FBgn0030895	CG7135	0	0	0	0
FBgn0030897	Frq1	0	0	0	0
FBgn0030898	Andorra	0	0	0	0
FBgn0030899	Her	0	0	0	0
FBgn0030900	Him	0	0	0	0
FBgn0030904	upd2	0	0	0	0
FBgn0030905	CG15059	0	0	0	0
FBgn0030911	CR15061	0	0	0	0
FBgn0030912	CG6023	0	0	0	0
FBgn0030913	CG6123	0	0	0	0
FBgn0030914	CG6106	0	0	0	0
FBgn0030915	CG6179	0	0	0	0
FBgn0030918	CG15056	0	0	0	0
FBgn0030921	CG6290	0	0	0	0
FBgn0030925	Hayan	0	0	0	0
FBgn0030926	psh	0	0	0	0
FBgn0030927	CG15046	0	0	0	0
FBgn0030928	CG15044	0	0	0	0
FBgn0030929	CG15043	0	0	0	0
FBgn0030930	GalNAc-T2	0	0	0	0
FBgn0030931	Rad51D	0	0	0	0
FBgn0030932	Ggt-1	0	0	0	0
FBgn0030933	CG6470	0	0	0	0
FBgn0030936	CG6481	0	0	0	0
FBgn0030937	CG15042	0	0	0	0
FBgn0030938	CG15047	0	0	0	0
FBgn0030940	CG15040	0	0	0	0
FBgn0030941	wgn	0	0	0	0
FBgn0030943	CG6540	0	0	0	0
FBgn0030944	CG6617	0	0	0	0
FBgn0030945	Ing3	0	0	0	0
FBgn0030946	CG6659	0	0	0	0
FBgn0030947	CG6696	0	0	0	0
FBgn0030949	Cyp308a1	0	0	0	0
FBgn0030951	CG6873	0	0	0	0
FBgn0030952	CG12609	0	0	0	0
FBgn0030954	CCKLR-17D3	0	0	0	0
FBgn0030955	CG6891	0	0	0	0
FBgn0030956	CG18259	0	0	0	0
FBgn0030958	CR6900	0	0	0	0
FBgn0030959	CG6961	0	0	0	0
FBgn0030960	Atg101	0	0	0	0
FBgn0030961	CG7058	0	0	0	0
FBgn0030963	CG7101	0	0	0	0
FBgn0030964	Pvf1	0	0	0	0
FBgn0030966	CG7280	0	0	0	0
FBgn0030968	CG7322	0	0	0	0
FBgn0030969	CG7288	0	0	0	0
FBgn0030970	CG7326	0	0	0	0
FBgn0030973	CG7332	0	0	0	0
FBgn0030974	CG7358	0	0	0	0
FBgn0030975	CG7349	0	0	0	0
FBgn0030976	CG7378	0	0	0	0
FBgn0030979	CG14190	0	0	0	0
FBgn0030980	CG7406	0	0	0	0
FBgn0030981	CG14191	0	0	0	0
FBgn0030982	CG7423	0	0	0	0
FBgn0030983	CG15882	0	0	0	0
FBgn0030984	tgy	0	0	0	0
FBgn0030985	Obp18a	0	0	0	0
FBgn0030989	Inx5	0	0	0	0
FBgn0030990	CG7556	0	0	0	0
FBgn0030991	CG7453	0	0	0	0
FBgn0030992	CG33253	0	0	0	0
FBgn0030993	Mec2	0	0	0	0
FBgn0030994	HP1D3csd	0	0	0	0
FBgn0030995	CG7914	0	0	0	0
FBgn0030996	CG14194	0	0	0	0
FBgn0030997	CG7990	0	0	0	0
FBgn0030998	CG14195	0	0	0	0
FBgn0030999	Mur18B	0	0	0	0
FBgn0031000	Muc18B	0	0	0	0
FBgn0031001	CG7884	0	0	0	0
FBgn0031002	CG14196	0	0	0	0
FBgn0031003	CG7889	0	0	0	0
FBgn0031004	CG7992	0	0	0	0
FBgn0031005	Hs3st-B	0	0	0	0
FBgn0031006	rictor	0	0	0	0
FBgn0031008	CG8010	0	0	0	0
FBgn0031010	CG8028	0	0	0	0
FBgn0031011	CG8034	0	0	0	0
FBgn0031012	CG8051	0	0	0	0
FBgn0031016	kek5	0	0	0	0
FBgn0031018	CG12200	0	0	0	0
FBgn0031020	Nat1	0	0	0	0
FBgn0031021	CG12203	0	0	0	0
FBgn0031022	CG12204	0	0	0	0
FBgn0031023	CG14200	0	0	0	0
FBgn0031026	CG12231	0	0	0	0
FBgn0031030	Tao	0	0	0	0
FBgn0031031	CG14218	0	0	0	0
FBgn0031032	CG14204	0	0	0	0
FBgn0031033	CG14219	0	0	0	0
FBgn0031034	CG14205	0	0	0	0
FBgn0031036	CG14220	0	0	0	0
FBgn0031037	CG14207	0	0	0	0
FBgn0031038	Tyler	0	0	0	0
FBgn0031039	Shawn	0	0	0	0
FBgn0031040	CG14210	0	0	0	0
FBgn0031041	CG12788	0	0	0	0
FBgn0031042	CG14221	0	0	0	0
FBgn0031043	NAA20	0	0	0	0
FBgn0031044	MKP-4	0	0	0	0
FBgn0031045	CG14212	0	0	0	0
FBgn0031047	Rcd-1	0	0	0	0
FBgn0031048	CG12237	0	0	0	0
FBgn0031049	Sec61gamma	0	0	0	0
FBgn0031050	Arp10	0	0	0	0
FBgn0031051	Ranbp21	0	0	0	0
FBgn0031052	CG14215	0	0	0	0
FBgn0031053	CG14223	0	0	0	0
FBgn0031054	Ssu72	0	0	0	0
FBgn0031055	et	0	0	0	0
FBgn0031057	Ubqn	0	0	0	0
FBgn0031058	CG14227	0	0	0	0
FBgn0031059	CG14229	0	0	0	0
FBgn0031060	CG14231	0	0	0	0
FBgn0031061	CG14232	0	0	0	0
FBgn0031062	CG14230	0	0	0	0
FBgn0031064	CG12531	0	0	0	0
FBgn0031065	CG14234	0	0	0	0
FBgn0031066	CoVIb	0	0	0	0
FBgn0031068	Alr	0	0	0	0
FBgn0031069	Pmp70	0	0	0	0
FBgn0031070	CG12702	0	0	0	0
FBgn0031074	SkpE	0	0	0	0
FBgn0031077	CG15618	0	0	0	0
FBgn0031078	Nup205	0	0	0	0
FBgn0031080	CG12655	0	0	0	0
FBgn0031081	Nep3	0	0	0	0
FBgn0031082	CG17003	0	0	0	0
FBgn0031085	CG9570	0	0	0	0
FBgn0031086	fd19B	0	0	0	0
FBgn0031088	CG15322	0	0	0	0
FBgn0031089	CG9572	0	0	0	0
FBgn0031090	Rab35	0	0	0	0
FBgn0031091	Phf7	0	0	0	0
FBgn0031092	CG9577	0	0	0	0
FBgn0031093	CG9581	0	0	0	0
FBgn0031094	CG9578	0	0	0	0
FBgn0031097	obst-A	0	0	0	0
FBgn0031098	CG17068	0	0	0	0
FBgn0031099	CG17065	0	0	0	0
FBgn0031100	CG1504	0	0	0	0
FBgn0031101	CG1631	0	0	0	0
FBgn0031103	CG12679	0	0	0	0
FBgn0031104	jb	0	0	0	0
FBgn0031106	Syx16	0	0	0	0
FBgn0031107	HERC2	0	0	0	0
FBgn0031108	CG15459	0	0	0	0
FBgn0031109	Obp19a	0	0	0	0
FBgn0031110	Obp19b	0	0	0	0
FBgn0031111	Obp19c	0	0	0	0
FBgn0031114	cactin	0	0	0	0
FBgn0031115	CG11710	0	0	0	0
FBgn0031116	CG1695	0	0	0	0
FBgn0031117	GstT3	0	0	0	0
FBgn0031118	RhoGAP19D	0	0	0	0
FBgn0031119	CG1812	0	0	0	0
FBgn0031126	Cyp6v1	0	0	0	0
FBgn0031127	CG1835	0	0	0	0
FBgn0031128	hydra	0	0	0	0
FBgn0031129	CG1324	0	0	0	0
FBgn0031130	CG15452	0	0	0	0
FBgn0031132	CG15450	0	0	0	0
FBgn0031134	CG1314	0	0	0	0
FBgn0031135	CR11235	0	0	0	0
FBgn0031139	CG11227	0	0	0	0
FBgn0031141	CG1304	0	0	0	0
FBgn0031142	r-cup	0	0	0	0
FBgn0031143	CG1532	0	0	0	0
FBgn0031144	CG1529	0	0	0	0
FBgn0031145	Ntf-2	0	0	0	0
FBgn0031146	CG15449	0	0	0	0
FBgn0031148	Cbs	0	0	0	0
FBgn0031149	CG1518	0	0	0	0
FBgn0031150	bves	0	0	0	0
FBgn0031155	CG15446	0	0	0	0
FBgn0031157	CG1503	0	0	0	0
FBgn0031159	CG11566	0	0	0	0
FBgn0031161	CG15445	0	0	0	0
FBgn0031163	CG14579	0	0	0	0
FBgn0031164	CG1724	0	0	0	0
FBgn0031168	CG1722	0	0	0	0
FBgn0031169	CG1494	0	0	0	0
FBgn0031170	CG1718	0	0	0	0
FBgn0031171	CG1801	0	0	0	0
FBgn0031174	CG1486	0	0	0	0
FBgn0031176	CG1678	0	0	0	0
FBgn0031178	CG10918	0	0	0	0
FBgn0031181	Ir20a	0	0	0	0
FBgn0031182	Cyp6t1	0	0	0	0
FBgn0031183	CG14621	0	0	0	0
FBgn0031184	CG14615	0	0	0	0
FBgn0031187	CG14619	0	0	0	0
FBgn0031188	CG14613	0	0	0	0
FBgn0031189	CG14618	0	0	0	0
FBgn0031190	CG12576	0	0	0	0
FBgn0031191	Cp110	0	0	0	0
FBgn0031194	CG17598	0	0	0	0
FBgn0031195	CG17600	0	0	0	0
FBgn0031196	CG17599	0	0	0	0
FBgn0031197	CG17601	0	0	0	0
FBgn0031201	CG12446	0	0	0	0
FBgn0031208	CG11023	0	0	0	0
FBgn0031209	Ir21a	0	0	0	0
FBgn0031213	galectin	0	0	0	0
FBgn0031214	CG11374	0	0	0	0
FBgn0031216	Zir	0	0	0	0
FBgn0031217	CG11377	0	0	0	0
FBgn0031219	CG13694	0	0	0	0
FBgn0031220	CG4822	0	0	0	0
FBgn0031224	CG11454	0	0	0	0
FBgn0031227	CG3709	0	0	0	0
FBgn0031228	CG11455	0	0	0	0
FBgn0031229	CG3436	0	0	0	0
FBgn0031231	mRpL10	0	0	0	0
FBgn0031232	CG11617	0	0	0	0
FBgn0031233	Tbc1d15-17	0	0	0	0
FBgn0031235	CG13693	0	0	0	0
FBgn0031238	CG3645	0	0	0	0
FBgn0031239	CG17075	0	0	0	0
FBgn0031240	CG3345	0	0	0	0
FBgn0031244	CG11601	0	0	0	0
FBgn0031245	CG3625	0	0	0	0
FBgn0031247	CG11562	0	0	0	0
FBgn0031248	CG11912	0	0	0	0
FBgn0031249	CG11911	0	0	0	0
FBgn0031250	Ent1	0	0	0	0
FBgn0031251	CG4213	0	0	0	0
FBgn0031252	CG13690	0	0	0	0
FBgn0031253	CG11885	0	0	0	0
FBgn0031254	CG13692	0	0	0	0
FBgn0031255	BBS8	0	0	0	0
FBgn0031256	CG4164	0	0	0	0
FBgn0031257	CG4133	0	0	0	0
FBgn0031258	CG4297	0	0	0	0
FBgn0031260	Spp	0	0	0	0
FBgn0031261	nAChRbeta3	0	0	0	0
FBgn0031263	CG2789	0	0	0	0
FBgn0031264	CG11835	0	0	0	0
FBgn0031265	CG2794	0	0	0	0
FBgn0031266	CG2807	0	0	0	0
FBgn0031267	Ipk2	0	0	0	0
FBgn0031268	cold	0	0	0	0
FBgn0031270	CG13689	0	0	0	0
FBgn0031273	CG2839	0	0	0	0
FBgn0031275	GABA-B-R3	0	0	0	0
FBgn0031276	CG12506	0	0	0	0
FBgn0031277	CG13947	0	0	0	0
FBgn0031279	CG3544	0	0	0	0
FBgn0031281	Saf6	0	0	0	0
FBgn0031282	Pex12	0	0	0	0
FBgn0031283	CG15880	0	0	0	0
FBgn0031284	CG3876	0	0	0	0
FBgn0031285	CG3662	0	0	0	0
FBgn0031286	CG3862	0	0	0	0
FBgn0031287	CG4291	0	0	0	0
FBgn0031288	CG13949	0	0	0	0
FBgn0031289	CG13950	0	0	0	0
FBgn0031292	CG15824	0	0	0	0
FBgn0031294	IA-2	0	0	0	0
FBgn0031295	CG4375	0	0	0	0
FBgn0031296	CG4415	0	0	0	0
FBgn0031298	Atg4a	0	0	0	0
FBgn0031299	CG4629	0	0	0	0
FBgn0031301	CG14339	0	0	0	0
FBgn0031302	CG14340	0	0	0	0
FBgn0031304	CG4552	0	0	0	0
FBgn0031305	Iris	0	0	0	0
FBgn0031306	CG4577	0	0	0	0
FBgn0031307	MFS3	0	0	0	0
FBgn0031308	CG4749	0	0	0	0
FBgn0031309	Tfb4	0	0	0	0
FBgn0031310	Vps29	0	0	0	0
FBgn0031312	Tango14	0	0	0	0
FBgn0031313	CG5080	0	0	0	0
FBgn0031314	IntS14	0	0	0	0
FBgn0031315	CG14341	0	0	0	0
FBgn0031317	CG5118	0	0	0	0
FBgn0031318	CG4887	0	0	0	0
FBgn0031319	CG4896	0	0	0	0
FBgn0031320	CG5126	0	0	0	0
FBgn0031321	Tgt	0	0	0	0
FBgn0031322	CG5001	0	0	0	0
FBgn0031323	CG5139	0	0	0	0
FBgn0031324	CG14342	0	0	0	0
FBgn0031327	CG5397	0	0	0	0
FBgn0031331	CG5440	0	0	0	0
FBgn0031332	CG5556	0	0	0	0
FBgn0031333	CG5561	0	0	0	0
FBgn0031335	CG5565	0	0	0	0
FBgn0031337	CG14346	0	0	0	0
FBgn0031343	CG18131	0	0	0	0
FBgn0031344	CG7420	0	0	0	0
FBgn0031345	CG18132	0	0	0	0
FBgn0031347	CG10869	0	0	0	0
FBgn0031351	CG14352	0	0	0	0
FBgn0031356	CG17660	0	0	0	0
FBgn0031357	mRpL48	0	0	0	0
FBgn0031359	Rim2	0	0	0	0
FBgn0031360	CG31937	0	0	0	0
FBgn0031361	CG17652	0	0	0	0
FBgn0031364	CG17648	0	0	0	0
FBgn0031365	CG17650	0	0	0	0
FBgn0031367	c-cup	0	0	0	0
FBgn0031372	CG7295	0	0	0	0
FBgn0031373	CG15358	0	0	0	0
FBgn0031374	CG7337	0	0	0	0
FBgn0031375	erm	0	0	0	0
FBgn0031376	Der-1	0	0	0	0
FBgn0031377	CG15356	0	0	0	0
FBgn0031378	CG15362	0	0	0	0
FBgn0031379	CG7289	0	0	0	0
FBgn0031381	Npc2a	0	0	0	0
FBgn0031384	CG4238	0	0	0	0
FBgn0031388	CG12674	0	0	0	0
