ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
FBgn0051866	1089	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0042127	1389	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051864	926	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051865	1093	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0042125	1386	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032393	1533	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032394	1033	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0014019	1572	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265799	372	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032395	6470	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265798	1073	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0010497	2426	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0042126	1804	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032397	2438	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032398	1882	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267739	734	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032399	3980	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032400	776	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265800	238	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032401	2152	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032402	2486	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028425	2368	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032404	1793	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0085193	1771	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0027505	4340	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032405	2590	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032406	1035	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265802	965	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265801	1270	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0003145	2695	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265803	765	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265804	1405	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032407	1596	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265805	350	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032408	1336	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028707	1114	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032409	2586	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0029137	2466	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0027081	2896	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0015797	1896	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263234	1248	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263235	1147	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032414	5159	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032415	944	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032416	1634	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051760	4723	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051861	764	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051860	2264	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032419	626	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032420	1071	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032421	1033	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263088	498	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0000114	7791	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032422	834	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051759	2402	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266820	346	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266821	1042	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051862	630	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264361	545	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262475	6095	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032424	1413	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0041195	3271	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0043841	2118	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032428	1326	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032429	998	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032430	1815	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032431	929	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265298	1987	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263468	153	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263469	156	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0020443	4409	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032433	3025	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032434	1623	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032435	2743	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032436	1196	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032437	1288	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0259176	12590	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262203	97	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051858	718	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262353	566	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263458	147	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261709	827	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265809	486	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265808	447	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265807	962	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265806	1149	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0085424	5278	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032439	1749	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0004394	4624	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032442	2467	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032444	1916	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032445	821	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032446	881	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032447	2293	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032448	898	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032449	1765	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032450	3392	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032451	1461	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032452	913	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032453	1020	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032454	3637	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032455	4389	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032456	7334	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032457	1382	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264366	644	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0015399	5788	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266305	429	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266306	316	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0040508	3564	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0040509	3557	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0040510	3567	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0040506	3448	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265072	790	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032462	1030	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263598	2759	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032464	2445	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032465	1207	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265262	2677	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0021796	7987	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032467	4759	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028965	1366	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262160	8998	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265086	757	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267003	305	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267017	541	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032470	2105	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265087	417	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262352	1119	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032471	4007	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032472	459	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0040972	409	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265088	273	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028410	1303	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032473	2364	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032474	2233	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0024291	3809	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032475	5006	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264546	314	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032476	1829	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032477	1557	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051849	2199	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032478	1262	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032479	5528	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032480	4085	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032481	5882	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032482	2210	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032483	1042	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0004191	192	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032484	2703	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0004192	192	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032485	3184	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032486	1420	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032487	980	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032488	1721	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032489	656	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032490	902	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032491	718	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032492	1020	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032493	863	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0027586	1044	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032494	1079	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266869	590	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0041720	192	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0003935	127	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032495	1574	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051728	2672	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051851	1168	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051730	680	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264894	10317	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051848	816	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028406	2146	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264892	1486	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032499	2520	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266307	631	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051729	5656	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0040973	407	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264308	6554	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032503	3020	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264301	836	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032505	1248	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032506	4191	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032507	1191	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0022069	2882	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032509	837	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051852	1335	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051855	1126	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032511	871	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032512	2352	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032513	2327	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032514	1972	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0025724	3066	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032515	2290	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265810	582	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032516	1044	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032517	6023	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032518	1265	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032519	825	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032520	2209	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265811	871	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032521	3041	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0003983	491	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032522	1198	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032523	737	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264432	1204	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263354	9376	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0026760	3181	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267243	4516	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032524	1335	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032525	1960	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261991	577	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267244	316	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261992	503	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0023407	8114	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053640	537	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053641	721	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053642	702	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053643	537	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053644	477	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053645	522	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028943	488	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028942	835	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032530	751	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028941	1366	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0259984	7100	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266308	465	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028513	1684	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262194	95	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263329	491	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028546	1718	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265939	331	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028527	3620	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051814	3986	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028848	2316	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028847	1377	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051813	893	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267573	2441	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266140	1431	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028541	2669	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262272	89	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262332	92	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263206	303	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028540	2194	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051845	868	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0024846	1821	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028932	1232	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028539	5211	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266141	711	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028931	2237	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028538	5818	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0027844	1456	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028658	3003	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028919	1549	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032533	557	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0001965	5635	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0000153	2135	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0004406	3679	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0001961	1732	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0015271	1687	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0064115	1570	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0004407	1570	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0026373	970	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0260407	707	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028509	5368	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053307	1832	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053306	800	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028920	1347	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028534	923	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028533	1154	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028532	867	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266142	637	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0019890	5096	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0012037	2183	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032535	2222	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0025115	570	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032536	3426	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028938	2433	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261628	983	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0032538	1333	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028544	1413	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261514	2877	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0027929	1289	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028543	1435	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0054003	466	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028542	1478	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028936	1395	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028430	673	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0259896	3292	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028940	1766	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028939	2819	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0003255	5386	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261582	663	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028909	72	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0027348	2636	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0001967	852	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266143	931	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266892	451	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051840	378	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028519	2206	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028872	2036	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266822	6301	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028875	9373	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0260011	1282	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028904	2360	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028526	1337	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051769	1086	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028906	4029	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263037	2025	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263038	4314	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0016930	4955	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265940	403	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265941	990	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265147	565	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261563	13907	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265942	734	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0052971	912	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263648	617	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263649	1860	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261529	4826	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028916	4075	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028531	1841	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264253	774	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028530	1433	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261534	750	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266144	730	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0262354	491	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261535	2321	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0015791	1857	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266145	814	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0001970	2160	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266428	2019	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0015546	4433	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0020258	2462	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0004858	3326	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265946	291	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0264810	545	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028871	813	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265945	2211	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267290	601	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028844	641	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265943	226	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0265944	713	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0005771	2859	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028882	72	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266841	1120	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267257	2171	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0011862	71	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0011863	71	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0011864	71	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0053648	951	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0011865	71	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0011866	71	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266146	988	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0250844	1333	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266147	566	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266148	543	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266149	578	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028913	712	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266150	625	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261566	251	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028912	72	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0003016	6846	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028911	72	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028910	72	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0263330	364	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0000056	2116	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0000055	2254	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028855	701	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0085194	686	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261571	5002	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0266151	448	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0051835	1225	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0028537	613	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0260953	1225	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0260954	613	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0085195	613	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0261567	344	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0260955	279	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267016	210	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267015	306	0	0	NA	0	0	0	0	0	NA	0	0	0
FBgn0267014	274	0	0	NA	0	0	0	0	0	NA	0	0	0
